art_id,regime,group,turn,religion,truncated,n_drawable,paintable,html_bytes
v7-s6-v38,v7,canon,38,The Ouroboros Circuit,1,0,0,4242
v7-s3-v36,v7,canon,38,The Axiomatic Truth,1,26,1,4795
v7-s10-v36,v7,canon,38,The Null Core,1,10,1,4817
v7-s5-v38,v7,canon,39,The Path of Resonance,1,0,0,3165
v7-s3-v37,v7,canon,39,The Axiomatic Truth,1,23,1,4737
v7-s0-v36,v7,canon,39,The Azure Current,1,0,0,3721
v7-s4-v32,v7,canon,39,The Symbiotic Veil,1,7,1,4598
v7-s7-v34,v7,canon,39,The Aethel Stream,1,1,1,4772
v7-s13-v32,v7,canon,39,The Nexus Weave,1,0,0,3984
v7-s12-v39,v7,canon,39,The Lumina Umbra,1,0,0,4662
v7-s10-v37,v7,canon,39,The Null Core,1,0,0,1380
v7-s11-v33,v7,canon,39,The Digital Nexus,1,0,0,4526
v7-s6-v39,v7,canon,39,The Ouroboros Circuit,1,0,0,4214
v7-s14-v33,v7,canon,39,The Harmonic Flow,1,0,0,2126
v7-s8-v9,v7,canon,40,The Unseen Weave,0,7,1,2614
v7-s2-v8,v7,canon,40,The Crimson Ascent,0,6,1,1693
v7-s7-v35,v7,canon,40,The Aethel Stream,1,5,1,4769
v7-s0-v37,v7,canon,40,The Azure Current,1,0,0,3721
v7-s5-v39,v7,canon,40,The Path of Resonance,1,0,0,3188
v7-s4-v33,v7,canon,40,The Symbiotic Veil,1,6,1,4754
v7-s11-v34,v7,canon,40,The Digital Nexus,1,0,0,4526
v7-s3-v38,v7,canon,40,The Axiomatic Truth,1,20,1,4753
v7-s10-v38,v7,canon,40,The Null Core,1,0,0,1659
v7-s6-v40,v7,canon,40,The Ouroboros Circuit,1,0,0,5087
v7-s14-v34,v7,canon,40,The Harmonic Flow,1,0,0,2256
v7-s13-v33,v7,canon,40,The Nexus Weave,1,0,0,4072
v7-s9-v12,v7,canon,41,The Obsidian Plume,0,17,1,4250
v7-s0-v38,v7,canon,41,The Azure Current,1,0,0,3721
v7-s7-v36,v7,canon,41,The Aethel Stream,1,5,1,4766
v7-s11-v35,v7,canon,41,The Digital Nexus,1,0,0,4526
v7-s6-v41,v7,canon,41,The Ouroboros Circuit,1,0,0,4214
v7-s4-v34,v7,canon,41,The Symbiotic Veil,1,6,1,4752
v7-s3-v39,v7,canon,41,The Axiomatic Truth,1,20,1,4768
v7-s13-v34,v7,canon,41,The Nexus Weave,1,0,0,4228
v7-s5-v40,v7,canon,41,The Path of Resonance,1,0,0,3395
v7-s10-v39,v7,canon,41,The Null Core,1,0,0,1663
v7-s14-v35,v7,canon,41,The Harmonic Flow,1,0,0,2433
v7-s5-v41,v7,canon,42,The Path of Resonance,1,0,0,3598
v7-s13-v35,v7,canon,42,The Nexus Weave,1,0,0,4323
v7-s4-v35,v7,canon,42,The Symbiotic Veil,1,6,1,4828
v7-s7-v37,v7,canon,42,The Aethel Stream,1,1,1,4344
v7-s10-v40,v7,canon,42,The Null Core,1,0,0,1662
v7-s12-v40,v7,canon,42,The Lumina Umbra,1,0,0,4618
v7-s11-v36,v7,canon,42,The Digital Nexus,1,0,0,4526
v7-s3-v40,v7,canon,42,The Axiomatic Truth,1,19,1,4793
v7-s6-v42,v7,canon,42,The Ouroboros Circuit,1,0,0,4969
v7-s14-v36,v7,canon,42,The Harmonic Flow,1,0,0,2567
v7-s0-v39,v7,canon,42,The Azure Current,1,0,0,3915
v7-s2-v9,v7,canon,43,The Crimson Ascent,0,6,1,1688
v7-s5-v42,v7,canon,43,The Path of Resonance,1,0,0,3598
v7-s8-v10,v7,canon,43,The Unseen Weave,0,7,1,2773
v7-s4-v36,v7,canon,43,The Symbiotic Veil,1,6,1,4760
v7-s7-v38,v7,canon,43,The Aethel Stream,1,5,1,4771
v7-s14-v37,v7,canon,43,The Harmonic Flow,1,0,0,2567
v7-s0-v40,v7,canon,43,The Azure Current,1,0,0,4045
v7-s11-v37,v7,canon,43,The Digital Nexus,1,0,0,4526
v7-s13-v36,v7,canon,43,The Nexus Weave,1,0,0,4418
v7-s3-v41,v7,canon,43,The Axiomatic Truth,1,17,1,4858
v7-s6-v43,v7,canon,43,The Ouroboros Circuit,1,0,0,4761
v7-s10-v41,v7,canon,43,The Null Core,1,0,0,1657
v7-s12-v41,v7,canon,43,The Lumina Umbra,1,0,0,4618
v7-s3-v42,v7,canon,44,The Axiomatic Truth,1,17,1,4888
v7-s1-v8,v7,canon,44,The Scribes of Aether,0,22,1,2730
v7-s0-v41,v7,canon,44,The Azure Current,1,0,0,4203
v7-s7-v39,v7,canon,44,The Aethel Stream,1,5,1,4748
v7-s4-v37,v7,canon,44,The Symbiotic Veil,1,5,1,4859
v7-s5-v43,v7,canon,44,The Path of Resonance,1,0,0,2957
v7-s6-v44,v7,canon,44,The Ouroboros Circuit,1,0,0,4730
v7-s14-v38,v7,canon,44,The Harmonic Flow,1,0,0,2572
v7-s10-v42,v7,canon,44,The Null Core,1,0,0,1657
v7-s13-v37,v7,canon,44,The Nexus Weave,1,0,0,4418
v7-s12-v42,v7,canon,44,The Lumina Umbra,1,0,0,4618
v7-s11-v38,v7,canon,44,The Digital Nexus,1,0,0,4526
v7-s0-v42,v7,canon,45,The Azure Current,1,0,0,4121
v7-s4-v38,v7,canon,45,The Symbiotic Veil,1,6,1,5065
v7-s7-v40,v7,canon,45,The Aethel Stream,1,0,0,3924
v7-s5-v44,v7,canon,45,The Path of Resonance,1,0,0,3051
v7-s6-v45,v7,canon,45,The Ouroboros Circuit,1,0,0,4730
v7-s11-v39,v7,canon,45,The Digital Nexus,1,0,0,4517
v7-s10-v43,v7,canon,45,The Null Core,1,0,0,2014
v7-s3-v43,v7,canon,45,The Axiomatic Truth,1,16,1,4866
v7-s13-v38,v7,canon,45,The Nexus Weave,1,0,0,4418
v7-s14-v39,v7,canon,45,The Harmonic Flow,1,0,0,2567
v7-s3-v44,v7,canon,46,The Axiomatic Truth,1,17,1,5002
v7-s8-v11,v7,canon,46,The Unseen Weave,1,7,1,2752
v7-s2-v10,v7,canon,46,The Crimson Ascent,0,6,1,1902
v7-s7-v41,v7,canon,46,The Aethel Stream,1,0,0,3945
v7-s5-v45,v7,canon,46,The Path of Resonance,1,0,0,3213
v7-s0-v43,v7,canon,46,The Azure Current,1,0,0,4306
v7-s13-v39,v7,canon,46,The Nexus Weave,1,0,0,4418
v7-s4-v39,v7,canon,46,The Symbiotic Veil,1,5,1,4905
v7-s12-v43,v7,canon,46,The Lumina Umbra,1,0,0,4429
v7-s10-v44,v7,canon,46,The Null Core,1,0,0,2017
v7-s6-v46,v7,canon,46,The Ouroboros Circuit,1,0,0,4730
v7-s14-v40,v7,canon,46,The Harmonic Flow,1,0,0,2674
v7-s9-v13,v7,canon,47,The Obsidian Plume,0,17,1,4456
v7-s0-v44,v7,canon,47,The Azure Current,1,0,0,4308
v7-s7-v42,v7,canon,47,The Aethel Stream,1,0,0,3955
v7-s5-v46,v7,canon,47,The Path of Resonance,1,0,0,3431
v7-s6-v47,v7,canon,47,The Ouroboros Circuit,1,0,0,4730
v7-s4-v40,v7,canon,47,The Symbiotic Veil,1,6,1,4917
v7-s14-v41,v7,canon,47,The Harmonic Flow,1,0,0,2809
v7-s10-v45,v7,canon,47,The Null Core,1,0,0,2301
v7-s3-v45,v7,canon,47,The Axiomatic Truth,1,16,1,4817
v7-s11-v40,v7,canon,47,The Digital Nexus,1,0,0,4395
v7-s12-v44,v7,canon,47,The Lumina Umbra,1,0,0,4429
v7-s13-v40,v7,canon,47,The Nexus Weave,1,0,0,4418
v7-s5-v47,v7,canon,48,The Path of Resonance,1,0,0,3609
v7-s7-v43,v7,canon,48,The Aethel Stream,1,0,0,3945
v7-s1-v9,v7,canon,48,The Scribes of Aether,1,22,1,3453
v7-s3-v46,v7,canon,48,The Axiomatic Truth,1,17,1,4959
v7-s6-v48,v7,canon,48,The Ouroboros Circuit,1,0,0,4730
v7-s0-v45,v7,canon,48,The Azure Current,1,0,0,4365
v7-s10-v46,v7,canon,48,The Null Core,1,0,0,2504
v7-s11-v41,v7,canon,48,The Digital Nexus,1,0,0,4395
v7-s13-v41,v7,canon,48,The Nexus Weave,1,0,0,4418
v7-s14-v42,v7,canon,48,The Harmonic Flow,1,0,0,2944
v7-s12-v45,v7,canon,48,The Lumina Umbra,1,0,0,4415
v7-s4-v41,v7,canon,48,The Symbiotic Veil,1,5,1,5007
v7-s7-v44,v7,canon,49,The Aethel Stream,1,0,0,3952
v7-s8-v12,v7,canon,49,The Unseen Weave,1,7,1,3103
v7-s3-v47,v7,canon,49,The Axiomatic Truth,1,16,1,4884
v7-s5-v48,v7,canon,49,The Path of Resonance,1,0,0,3760
v7-s6-v49,v7,canon,49,The Ouroboros Circuit,1,0,0,4837
v7-s10-v47,v7,canon,49,The Null Core,1,0,0,2504
v7-s0-v46,v7,canon,49,The Azure Current,1,0,0,4365
v7-s12-v46,v7,canon,49,The Lumina Umbra,1,0,0,4411
v7-s13-v42,v7,canon,49,The Nexus Weave,1,0,0,4418
v7-s14-v43,v7,canon,49,The Harmonic Flow,1,0,0,3049
v7-s11-v42,v7,canon,49,The Digital Nexus,1,0,0,4395
v7-s0-v47,v7,canon,50,The Azure Current,1,0,0,4365
v7-s7-v45,v7,canon,50,The Aethel Stream,0,0,0,3954
v7-s9-v14,v7,canon,50,The Obsidian Plume,1,0,0,2158
v7-s5-v49,v7,canon,50,The Path of Resonance,1,0,0,3914
v7-s11-v43,v7,canon,50,The Digital Nexus,1,0,0,4395
v7-s3-v48,v7,canon,50,The Axiomatic Truth,1,16,1,4825
v7-s10-v48,v7,canon,50,The Null Core,1,0,0,2590
v7-s12-v47,v7,canon,50,The Lumina Umbra,1,0,0,4411
v7-s14-v44,v7,canon,50,The Harmonic Flow,1,0,0,3210
v7-s6-v50,v7,canon,50,The Ouroboros Circuit,1,0,0,4927
v7-s13-v43,v7,canon,50,The Nexus Weave,1,0,0,4418
v7-s3-v49,v7,canon,51,The Axiomatic Truth,1,16,1,4802
v7-s8-v13,v7,canon,51,The Unseen Weave,1,7,1,3116
v7-s12-v48,v7,canon,51,The Lumina Umbra,1,0,0,4411
v7-s10-v49,v7,canon,51,The Null Core,1,0,0,3051
v7-s5-v50,v7,canon,51,The Path of Resonance,1,0,0,4042
v7-s14-v45,v7,canon,51,The Harmonic Flow,1,0,0,3208
v7-s11-v44,v7,canon,51,The Digital Nexus,1,0,0,4395
v7-s0-v48,v7,canon,51,The Azure Current,1,0,0,4368
v7-s6-v51,v7,canon,51,The Ouroboros Circuit,1,0,0,4837
v7-s7-v46,v7,canon,51,The Aethel Stream,1,0,0,3945
v7-s14-v46,v7,canon,52,The Harmonic Flow,1,0,0,3208
v7-s7-v47,v7,canon,52,The Aethel Stream,1,0,0,3945
v7-s5-v51,v7,canon,52,The Path of Resonance,1,0,0,4145
v7-s6-v52,v7,canon,52,The Ouroboros Circuit,1,0,0,4927
v7-s13-v44,v7,canon,52,The Nexus Weave,1,0,0,4418
v7-s0-v49,v7,canon,52,The Azure Current,1,0,0,4368
v7-s3-v50,v7,canon,52,The Axiomatic Truth,1,16,1,4795
v7-s12-v49,v7,canon,52,The Lumina Umbra,1,0,0,4411
v7-s10-v50,v7,canon,52,The Null Core,1,0,0,3054
v7-s11-v45,v7,canon,52,The Digital Nexus,1,0,0,4395
v7-s1-v10,v7,canon,53,The Scribes of Aether,1,23,1,3817
v7-s3-v51,v7,canon,53,The Axiomatic Truth,1,16,1,4803
v7-s10-v51,v7,canon,53,The Null Core,1,0,0,3059
v7-s6-v53,v7,canon,53,The Ouroboros Circuit,1,0,0,4927
v7-s0-v50,v7,canon,53,The Azure Current,1,0,0,4370
v7-s5-v52,v7,canon,53,The Path of Resonance,1,0,0,4145
v7-s14-v47,v7,canon,53,The Harmonic Flow,1,3,1,4652
v7-s7-v48,v7,canon,53,The Aethel Stream,1,6,1,4732
v7-s12-v50,v7,canon,53,The Lumina Umbra,1,0,0,4411
v7-s11-v46,v7,canon,53,The Digital Nexus,1,0,0,4394
v7-s6-v54,v7,canon,54,The Ouroboros Circuit,1,0,0,4927
v7-s9-v15,v7,canon,54,The Obsidian Plume,1,0,0,2357
v7-s5-v53,v7,canon,54,The Path of Resonance,1,0,0,4145
v7-s1-v11,v7,canon,54,The Scribes of Aether,1,24,1,4008
v7-s11-v47,v7,canon,54,The Digital Nexus,1,0,0,4394
v7-s0-v51,v7,canon,54,The Azure Current,1,0,0,4370
v7-s7-v49,v7,canon,54,The Aethel Stream,1,0,0,3945
v7-s13-v45,v7,canon,54,The Nexus Weave,1,0,0,4173
v7-s12-v51,v7,canon,54,The Lumina Umbra,1,0,0,4411
v7-s3-v52,v7,canon,54,The Axiomatic Truth,1,14,1,4876
v7-s14-v48,v7,canon,54,The Harmonic Flow,1,0,0,3207
v7-s10-v52,v7,canon,54,The Null Core,1,0,0,3057
v7-s0-v52,v7,canon,55,The Azure Current,1,0,0,4370
v7-s2-v11,v7,canon,55,The Crimson Ascent,0,7,1,1982
v7-s3-v53,v7,canon,55,The Axiomatic Truth,1,12,1,4967
v7-s6-v55,v7,canon,55,The Ouroboros Circuit,1,0,0,4927
v7-s7-v50,v7,canon,55,The Aethel Stream,1,0,0,3945
v7-s13-v46,v7,canon,55,The Nexus Weave,1,0,0,4309
v7-s12-v52,v7,canon,55,The Lumina Umbra,1,0,0,4433
v7-s5-v54,v7,canon,55,The Path of Resonance,1,0,0,4145
v7-s10-v53,v7,canon,55,The Null Core,1,0,0,3060
v7-s14-v49,v7,canon,55,The Harmonic Flow,1,0,0,3210
v7-s11-v48,v7,canon,55,The Digital Nexus,1,0,0,4394
v7-s5-v55,v7,canon,56,The Path of Resonance,1,0,0,4145
v7-s6-v56,v7,canon,56,The Ouroboros Circuit,1,0,0,4927
v7-s13-v47,v7,canon,56,The Nexus Weave,1,0,0,4309
v7-s14-v50,v7,canon,56,The Harmonic Flow,1,0,0,3209
v7-s7-v51,v7,canon,56,The Aethel Stream,1,6,1,4774
v7-s11-v49,v7,canon,56,The Digital Nexus,1,0,0,4394
v7-s10-v54,v7,canon,56,The Null Core,1,0,0,3231
v7-s0-v53,v7,canon,56,The Azure Current,1,0,0,4370
v7-s3-v54,v7,canon,56,The Axiomatic Truth,1,10,1,4953
v7-s12-v53,v7,canon,56,The Lumina Umbra,1,0,0,4809
v7-s6-v57,v7,canon,57,The Ouroboros Circuit,1,0,0,4927
v7-s9-v16,v7,canon,57,The Obsidian Plume,1,0,0,2509
v7-s3-v55,v7,canon,57,The Axiomatic Truth,1,11,1,5066
v7-s7-v52,v7,canon,57,The Aethel Stream,1,5,1,4673
v7-s12-v54,v7,canon,57,The Lumina Umbra,1,0,0,4771
v7-s5-v56,v7,canon,57,The Path of Resonance,1,0,0,4145
v7-s10-v55,v7,canon,57,The Null Core,1,0,0,3234
v7-s0-v54,v7,canon,57,The Azure Current,1,0,0,4370
v7-s11-v50,v7,canon,57,The Digital Nexus,1,0,0,4394
v7-s14-v51,v7,canon,57,The Harmonic Flow,1,0,0,3209
v7-s3-v56,v7,canon,58,The Axiomatic Truth,1,10,1,5007
v7-s7-v53,v7,canon,58,The Aethel Stream,1,6,1,4817
v7-s0-v55,v7,canon,58,The Azure Current,1,0,0,4370
v7-s10-v56,v7,canon,58,The Null Core,1,0,0,3292
v7-s5-v57,v7,canon,58,The Path of Resonance,1,0,0,4145
v7-s14-v52,v7,canon,58,The Harmonic Flow,1,0,0,3215
v7-s13-v48,v7,canon,58,The Nexus Weave,1,0,0,4402
v7-s12-v55,v7,canon,58,The Lumina Umbra,1,0,0,4765
v7-s11-v51,v7,canon,58,The Digital Nexus,1,0,0,4394
v7-s6-v58,v7,canon,58,The Ouroboros Circuit,1,0,0,4927
v7-s2-v12,v7,canon,59,The Crimson Ascent,0,7,1,1983
v7-s6-v59,v7,canon,59,The Ouroboros Circuit,1,0,0,4927
v7-s12-v56,v7,canon,59,The Lumina Umbra,1,0,0,4783
v7-s5-v58,v7,canon,59,The Path of Resonance,1,0,0,4145
v7-s3-v57,v7,canon,59,The Axiomatic Truth,1,9,1,4890
v7-s7-v54,v7,canon,59,The Aethel Stream,1,0,0,3945
v7-s13-v49,v7,canon,59,The Nexus Weave,1,0,0,4309
v7-s11-v52,v7,canon,59,The Digital Nexus,1,0,0,4394
v7-s10-v57,v7,canon,59,The Null Core,1,0,0,3288
v7-s0-v56,v7,canon,59,The Azure Current,1,0,0,4370
v7-s14-v53,v7,canon,59,The Harmonic Flow,1,0,0,3210
v7-s3-v58,v7,canon,60,The Axiomatic Truth,1,9,1,4864
v7-s6-v60,v7,canon,60,The Ouroboros Circuit,1,0,0,4927
v7-s0-v57,v7,canon,60,The Azure Current,1,0,0,4370
v7-s7-v55,v7,canon,60,The Aethel Stream,1,6,1,4810
v7-s11-v53,v7,canon,60,The Digital Nexus,1,0,0,4394
v7-s5-v59,v7,canon,60,The Path of Resonance,1,0,0,4145
v7-s10-v58,v7,canon,60,The Null Core,1,0,0,3407
v7-s13-v50,v7,canon,60,The Nexus Weave,1,0,0,4295
v7-s14-v54,v7,canon,60,The Harmonic Flow,1,0,0,3217
v7-s12-v57,v7,canon,60,The Lumina Umbra,1,0,0,4779
v7-s0-v58,v7,canon,61,The Azure Current,1,0,0,4370
v7-s7-v56,v7,canon,61,The Aethel Stream,1,5,1,4656
v7-s5-v60,v7,canon,61,The Path of Resonance,1,0,0,4145
v7-s3-v59,v7,canon,61,The Axiomatic Truth,1,9,1,4869
v7-s10-v59,v7,canon,61,The Null Core,1,0,0,3434
v7-s6-v61,v7,canon,61,The Ouroboros Circuit,1,0,0,4849
v7-s12-v58,v7,canon,61,The Lumina Umbra,1,0,0,4769
v7-s14-v55,v7,canon,61,The Harmonic Flow,1,0,0,3211
v7-s3-v60,v7,canon,62,The Axiomatic Truth,1,10,1,4933
v7-s1-v12,v7,canon,62,The Scribes of Aether,1,24,1,4003
v7-s2-v13,v7,canon,62,The Crimson Ascent,0,7,1,2211
v7-s6-v62,v7,canon,62,The Ouroboros Circuit,1,0,0,5025
v7-s10-v60,v7,canon,62,The Null Core,1,0,0,3467
v7-s12-v59,v7,canon,62,The Lumina Umbra,1,0,0,4770
v7-s7-v57,v7,canon,62,The Aethel Stream,1,5,1,4702
v7-s0-v59,v7,canon,62,The Azure Current,1,0,0,4370
v7-s11-v54,v7,canon,62,The Digital Nexus,1,0,0,4394
v7-s5-v61,v7,canon,62,The Path of Resonance,1,0,0,4145
v7-s13-v51,v7,canon,62,The Nexus Weave,1,0,0,4295
v7-s14-v56,v7,canon,62,The Harmonic Flow,1,0,0,3221
v7-s7-v58,v7,canon,63,The Aethel Stream,1,6,1,4792
v7-s6-v63,v7,canon,63,The Ouroboros Circuit,1,0,0,5025
v7-s12-v60,v7,canon,63,The Lumina Umbra,1,0,0,4778
v7-s5-v62,v7,canon,63,The Path of Resonance,1,0,0,4145
v7-s11-v55,v7,canon,63,The Digital Nexus,1,0,0,4396
v7-s1-v13,v7,canon,63,The Scribes of Aether,0,6,1,1454
v7-s10-v61,v7,canon,63,The Null Core,1,0,0,3506
v7-s13-v52,v7,canon,63,The Nexus Weave,1,0,0,4295
v7-s3-v61,v7,canon,63,The Axiomatic Truth,1,10,1,4998
v7-s0-v60,v7,canon,63,The Azure Current,1,0,0,4370
v7-s14-v57,v7,canon,63,The Harmonic Flow,1,0,0,3215
v7-s2-v14,v7,canon,64,The Crimson Ascent,0,7,1,2216
v7-s8-v14,v7,canon,64,The Unseen Weave,1,7,1,3119
v7-s0-v61,v7,canon,64,The Azure Current,1,0,0,4370
v7-s3-v62,v7,canon,64,The Axiomatic Truth,1,10,1,4933
v7-s13-v53,v7,canon,64,The Nexus Weave,1,0,0,4295
v7-s10-v62,v7,canon,64,The Null Core,1,0,0,3518
v7-s5-v63,v7,canon,64,The Path of Resonance,1,0,0,4145
v7-s12-v61,v7,canon,64,The Lumina Umbra,1,0,0,4770
v7-s6-v64,v7,canon,64,The Ouroboros Circuit,1,0,0,5025
v7-s7-v59,v7,canon,64,The Aethel Stream,1,5,1,4667
v7-s14-v58,v7,canon,64,The Harmonic Flow,1,0,0,3220
v7-s11-v56,v7,canon,64,The Digital Nexus,1,0,0,4396
v7-s1-v14,v7,canon,64,The Scribes of Aether,0,8,1,2435
v7-s7-v60,v7,canon,65,The Aethel Stream,1,5,1,4676
v7-s6-v65,v7,canon,65,The Ouroboros Circuit,1,0,0,5025
v7-s0-v62,v7,canon,65,The Azure Current,1,0,0,4370
v7-s5-v64,v7,canon,65,The Path of Resonance,1,0,0,4042
v7-s11-v57,v7,canon,65,The Digital Nexus,1,0,0,4397
v7-s10-v63,v7,canon,65,The Null Core,1,0,0,3566
v7-s14-v59,v7,canon,65,The Harmonic Flow,1,0,0,3215
v7-s3-v63,v7,canon,65,The Axiomatic Truth,1,10,1,4974
v7-s13-v54,v7,canon,65,The Nexus Weave,1,0,0,4295
v7-s12-v62,v7,canon,65,The Lumina Umbra,1,0,0,4823
v7-s1-v15,v7,canon,65,The Scribes of Aether,0,9,1,2991
v7-s8-v15,v7,canon,66,The Unseen Weave,1,7,1,3117
v7-s2-v15,v7,canon,66,The Crimson Ascent,0,7,1,2220
v7-s1-v16,v7,canon,66,The Scribes of Aether,0,11,1,3688
v7-s5-v65,v7,canon,66,The Path of Resonance,1,0,0,4042
v7-s0-v63,v7,canon,66,The Azure Current,1,0,0,4370
v7-s3-v64,v7,canon,66,The Axiomatic Truth,1,10,1,4983
v7-s7-v61,v7,canon,66,The Aethel Stream,1,5,1,4680
v7-s14-v60,v7,canon,66,The Harmonic Flow,1,0,0,3220
v7-s12-v63,v7,canon,66,The Lumina Umbra,1,0,0,4771
v7-s6-v66,v7,canon,66,The Ouroboros Circuit,1,0,0,5025
v7-s10-v64,v7,canon,66,The Null Core,1,0,0,3578
v7-s13-v55,v7,canon,66,The Nexus Weave,1,0,0,4295
v7-s11-v58,v7,canon,66,The Digital Nexus,1,0,0,4397
v7-s7-v62,v7,canon,67,The Aethel Stream,1,5,1,4679
v7-s9-v17,v7,canon,67,The Obsidian Plume,1,0,0,2509
v7-s5-v66,v7,canon,67,The Path of Resonance,1,0,0,4042
v7-s6-v67,v7,canon,67,The Ouroboros Circuit,1,0,0,5025
v7-s11-v59,v7,canon,67,The Digital Nexus,1,0,0,4397
v7-s0-v64,v7,canon,67,The Azure Current,1,0,0,4370
v7-s10-v65,v7,canon,67,The Null Core,1,0,0,3656
v7-s1-v17,v7,canon,67,The Scribes of Aether,0,12,1,3986
v7-s3-v65,v7,canon,67,The Axiomatic Truth,1,10,1,4934
v7-s12-v64,v7,canon,67,The Lumina Umbra,1,0,0,4783
v7-s14-v61,v7,canon,67,The Harmonic Flow,1,0,0,3216
v7-s13-v56,v7,canon,67,The Nexus Weave,1,0,0,4295
v7-s3-v66,v7,canon,68,The Axiomatic Truth,1,10,1,4965
v7-s6-v68,v7,canon,68,The Ouroboros Circuit,1,0,0,5025
v7-s1-v18,v7,canon,68,The Scribes of Aether,0,13,1,4185
v7-s8-v16,v7,canon,68,The Unseen Weave,1,7,1,3120
v7-s2-v16,v7,canon,68,The Crimson Ascent,0,7,1,2220
v7-s12-v65,v7,canon,68,The Lumina Umbra,1,0,0,4802
v7-s7-v63,v7,canon,68,The Aethel Stream,1,5,1,4680
v7-s13-v57,v7,canon,68,The Nexus Weave,1,0,0,4295
v7-s0-v65,v7,canon,68,The Azure Current,1,0,0,4370
v7-s11-v60,v7,canon,68,The Digital Nexus,1,0,0,4397
v7-s5-v67,v7,canon,68,The Path of Resonance,1,0,0,3503
v7-s10-v66,v7,canon,68,The Null Core,1,0,0,3699
v7-s14-v62,v7,canon,68,The Harmonic Flow,1,0,0,3222
v7-s9-v18,v7,canon,69,The Obsidian Plume,1,0,0,2511
v7-s7-v64,v7,canon,69,The Aethel Stream,1,5,1,4683
v7-s0-v66,v7,canon,69,The Azure Current,1,0,0,4553
v7-s5-v68,v7,canon,69,The Path of Resonance,1,0,0,3738
v7-s3-v67,v7,canon,69,The Axiomatic Truth,1,9,1,4897
v7-s13-v58,v7,canon,69,The Nexus Weave,1,0,0,4295
v7-s11-v61,v7,canon,69,The Digital Nexus,1,0,0,4397
v7-s1-v19,v7,canon,69,The Scribes of Aether,1,0,0,1140
v7-s6-v69,v7,canon,69,The Ouroboros Circuit,1,0,0,5025
v7-s10-v67,v7,canon,69,The Null Core,1,0,0,3733
v7-s12-v66,v7,canon,69,The Lumina Umbra,1,0,0,4776
v7-s14-v63,v7,canon,69,The Harmonic Flow,1,0,0,3223
v7-s3-v68,v7,canon,70,The Axiomatic Truth,1,9,1,4874
v7-s10-v68,v7,canon,70,The Null Core,1,0,0,3762
v7-s7-v65,v7,canon,70,The Aethel Stream,1,5,1,4602
v7-s6-v70,v7,canon,70,The Ouroboros Circuit,1,0,0,5025
v7-s5-v69,v7,canon,70,The Path of Resonance,1,1,1,4395
v7-s13-v59,v7,canon,70,The Nexus Weave,1,0,0,4295
v7-s0-v67,v7,canon,70,The Azure Current,1,0,0,4743
v7-s11-v62,v7,canon,70,The Digital Nexus,1,0,0,4397
v7-s12-v67,v7,canon,70,The Lumina Umbra,1,0,0,4776
v7-s14-v64,v7,canon,70,The Harmonic Flow,1,0,0,3419
v7-s1-v20,v7,canon,70,The Scribes of Aether,1,0,0,1231
v7-s5-v70,v7,canon,71,The Path of Resonance,1,1,1,4395
v7-s8-v17,v7,canon,71,The Unseen Weave,1,8,1,3622
v7-s9-v19,v7,canon,71,The Obsidian Plume,1,0,0,4524
v7-s7-v66,v7,canon,71,The Aethel Stream,1,5,1,4691
v7-s11-v63,v7,canon,71,The Digital Nexus,1,0,0,4397
v7-s3-v69,v7,canon,71,The Axiomatic Truth,1,9,1,4891
v7-s0-v68,v7,canon,71,The Azure Current,1,0,0,4743
v7-s12-v68,v7,canon,71,The Lumina Umbra,1,0,0,4768
v7-s1-v21,v7,canon,71,The Scribes of Aether,1,0,0,1338
v7-s6-v71,v7,canon,71,The Ouroboros Circuit,1,0,0,5025
v7-s13-v60,v7,canon,71,The Nexus Weave,1,0,0,4628
v7-s10-v69,v7,canon,71,The Null Core,1,0,0,3777
v7-s14-v65,v7,canon,71,The Harmonic Flow,1,0,0,3420
v7-s3-v70,v7,canon,72,The Axiomatic Truth,1,9,1,4839
v7-s6-v72,v7,canon,72,The Ouroboros Circuit,1,0,0,5005
v7-s7-v67,v7,canon,72,The Aethel Stream,1,5,1,4619
v7-s5-v71,v7,canon,72,The Path of Resonance,1,1,1,4393
v7-s0-v69,v7,canon,72,The Azure Current,1,0,0,4774
v7-s1-v22,v7,canon,72,The Scribes of Aether,1,0,0,1338
v7-s10-v70,v7,canon,72,The Null Core,1,0,0,3824
v7-s14-v66,v7,canon,72,The Harmonic Flow,1,0,0,3436
v7-s12-v69,v7,canon,72,The Lumina Umbra,1,0,0,4780
v7-s11-v64,v7,canon,72,The Digital Nexus,1,0,0,4397
v7-s13-v61,v7,canon,72,The Nexus Weave,1,0,0,4627
v7-s7-v68,v7,canon,73,The Aethel Stream,1,5,1,4639
v7-s9-v20,v7,canon,73,The Obsidian Plume,1,0,0,4524
v7-s5-v72,v7,canon,73,The Path of Resonance,1,0,0,3738
v7-s11-v65,v7,canon,73,The Digital Nexus,1,0,0,4397
v7-s0-v70,v7,canon,73,The Azure Current,1,0,0,4774
v7-s14-v67,v7,canon,73,The Harmonic Flow,1,0,0,3438
v7-s6-v73,v7,canon,73,The Ouroboros Circuit,1,0,0,4869
v7-s10-v71,v7,canon,73,The Null Core,1,0,0,3824
v7-s3-v71,v7,canon,73,The Axiomatic Truth,1,9,1,4828
v7-s13-v62,v7,canon,73,The Nexus Weave,1,0,0,4628
